model_key,N,question_type,answer,ground_truth,label,sub_label,ambiguous
mistral,4,person_timestep_lookup,11,10,unexplained,,False
mistral,4,trajectory,2,0,stale,missed,True
mistral,4,person_timestep_lookup,2,3,wrong_timestep,missed,True
mistral,4,trajectory,1,2,stale,missed,True
mistral,4,person_timestep_lookup,4,3,single_transfer,missed,False
mistral,4,trajectory,10,5,unexplained,,False
mistral,4,trajectory,20,2,single_transfer,sign_flipped,False
mistral,4,person_timestep_lookup,7,4,stale,missed,True
mistral,4,trajectory,7,5,stale,,True
mistral,4,person_timestep_lookup,12,5,unexplained,,False
mistral,4,trajectory,1,6,stale,,True
mistral,4,person_timestep_lookup,9,2,unexplained,,False
mistral,4,trajectory,7,8,stale,missed,True
mistral,4,person_timestep_lookup,10,1,wrong_person,,False
mistral,4,trajectory,8,7,unexplained,,False
mistral,4,person_timestep_lookup,5,4,wrong_timestep,missed,True
mistral,4,trajectory,2,0,single_transfer,sign_flipped,False
mistral,4,person_timestep_lookup,9,5,single_transfer,sign_flipped,False
mistral,4,trajectory,6,7,single_transfer,missed,False
mistral,4,trajectory,7,0,wrong_person,missed,True
mistral,4,person_timestep_lookup,1,0,stale,missed,True
mistral,4,trajectory,1,16,stale,,True
mistral,4,person_timestep_lookup,4,1,unexplained,,False
mistral,4,trajectory,3,2,wrong_timestep,doubled,True
mistral,4,person_timestep_lookup,10,5,stale,,True
mistral,4,trajectory,1,2,wrong_timestep,missed,True
mistral,4,person_timestep_lookup,4,5,stale,doubled,True
mistral,4,trajectory,8,5,unexplained,,False
mistral,4,person_timestep_lookup,3,5,wrong_timestep,,False
mistral,4,trajectory,1,0,wrong_person,missed,True
mistral,4,person_timestep_lookup,2,1,unexplained,,False
mistral,4,trajectory,10,6,wrong_person,doubled,True
mistral,4,person_timestep_lookup,2,1,wrong_person,doubled,True
mistral,4,trajectory,0,14,wrong_timestep,missed,True
mistral,4,person_timestep_lookup,10,8,stale,,True
mistral,4,trajectory,11,10,single_transfer,missed,False
mistral,4,person_timestep_lookup,13,5,stale,,True
mistral,4,trajectory,6,1,unexplained,,False
mistral,4,person_timestep_lookup,7,12,stale,,True
mistral,4,trajectory,9,12,single_transfer,missed,False
mistral,4,person_timestep_lookup,14,12,single_transfer,sign_flipped,False
mistral,4,trajectory,5,9,wrong_person,missed,True
mistral,4,person_timestep_lookup,13,3,single_transfer,sign_flipped,False
mistral,4,trajectory,6,7,single_transfer,doubled,False
mistral,4,person_timestep_lookup,6,12,stale,,True
mistral,4,trajectory,3,2,single_transfer,doubled,False
mistral,4,person_timestep_lookup,1,5,wrong_timestep,doubled,True
mistral,4,trajectory,5,1,wrong_timestep,missed,True
mistral,4,person_timestep_lookup,1,4,wrong_person,,True
mistral,4,trajectory,2,7,unexplained,,False
mistral,6,person_timestep_lookup,17,3,stale,missed,True
mistral,6,trajectory,4,5,wrong_timestep,,False
mistral,6,person_timestep_lookup,12,0,unexplained,,False
mistral,6,trajectory,17,11,wrong_timestep,,False
mistral,6,person_timestep_lookup,9,1,wrong_person,doubled,True
mistral,6,trajectory,4,5,wrong_person,missed,True
mistral,6,person_timestep_lookup,6,14,stale,,True
mistral,6,trajectory,12,13,single_transfer,missed,False
mistral,6,person_timestep_lookup,5,0,stale,,True
mistral,6,trajectory,6,8,stale,doubled,True
mistral,6,person_timestep_lookup,10,2,unexplained,,False
mistral,6,trajectory,7,6,single_transfer,missed,False
mistral,6,person_timestep_lookup,10,13,stale,,True
mistral,6,trajectory,2,0,wrong_person,sign_flipped,True
mistral,6,trajectory,1,2,single_transfer,missed,False
mistral,6,person_timestep_lookup,2,7,wrong_person,,True
mistral,6,trajectory,1,0,stale,missed,True
mistral,6,person_timestep_lookup,8,1,stale,,True
mistral,6,trajectory,12,5,unexplained,,False
mistral,6,person_timestep_lookup,8,0,stale,sign_flipped,True
mistral,6,trajectory,8,12,wrong_timestep,,False
mistral,6,person_timestep_lookup,13,14,single_transfer,doubled,False
mistral,6,trajectory,3,7,stale,missed,True
mistral,6,person_timestep_lookup,1,4,stale,,True
mistral,6,person_timestep_lookup,5,17,stale,,True
mistral,6,trajectory,7,5,single_transfer,sign_flipped,False
mistral,6,person_timestep_lookup,1,3,stale,sign_flipped,True
mistral,6,person_timestep_lookup,30,11,single_transfer,missed,False
mistral,6,trajectory,3,1,wrong_person,sign_flipped,True
mistral,6,person_timestep_lookup,14,0,wrong_timestep,doubled,True
mistral,6,trajectory,10,5,stale,missed,True
mistral,6,person_timestep_lookup,8,11,stale,doubled,True
mistral,6,trajectory,0,6,single_transfer,missed,False
mistral,6,person_timestep_lookup,1,8,stale,missed,True
mistral,6,trajectory,13,6,single_transfer,missed,False
mistral,6,person_timestep_lookup,2,5,single_transfer,missed,False
mistral,6,trajectory,10,2,unexplained,,False
mistral,6,person_timestep_lookup,1,4,stale,,True
mistral,6,trajectory,9,14,stale,,True
mistral,6,trajectory,18,0,single_transfer,sign_flipped,False
mistral,6,person_timestep_lookup,14,0,wrong_person,sign_flipped,True
mistral,6,trajectory,0,7,wrong_person,,True
mistral,6,person_timestep_lookup,11,0,single_transfer,missed,False
mistral,6,trajectory,2,0,stale,missed,True
mistral,6,person_timestep_lookup,5,3,stale,,True
mistral,6,trajectory,13,5,unexplained,,False
mistral,6,person_timestep_lookup,9,3,stale,,True
mistral,6,trajectory,3,1,wrong_person,sign_flipped,True
mistral,6,person_timestep_lookup,10,3,wrong_timestep,missed,True
mistral,6,trajectory,2,4,wrong_timestep,sign_flipped,True
mistral,6,person_timestep_lookup,2,0,single_transfer,sign_flipped,False
mistral,6,trajectory,4,5,stale,missed,True
mistral,6,person_timestep_lookup,1,2,single_transfer,doubled,False
mistral,6,trajectory,5,6,single_transfer,missed,False
mistral,6,person_timestep_lookup,8,2,stale,,True
mistral,8,person_timestep_lookup,11,5,wrong_timestep,,False
mistral,8,trajectory,8,0,wrong_timestep,missed,True
mistral,8,person_timestep_lookup,8,2,wrong_person,sign_flipped,True
mistral,8,trajectory,3,0,unexplained,,False
mistral,8,person_timestep_lookup,6,0,wrong_timestep,,False
mistral,8,trajectory,5,6,stale,missed,True
mistral,8,person_timestep_lookup,3,0,stale,missed,True
mistral,8,trajectory,8,7,wrong_person,doubled,True
mistral,8,person_timestep_lookup,10,0,wrong_person,missed,True
mistral,8,trajectory,7,19,unexplained,,False
mistral,8,person_timestep_lookup,2,8,single_transfer,missed,False
mistral,8,trajectory,9,4,wrong_person,,True
mistral,8,person_timestep_lookup,14,1,wrong_person,missed,True
mistral,8,trajectory,6,0,wrong_person,sign_flipped,True
mistral,8,person_timestep_lookup,3,8,stale,,True
mistral,8,trajectory,2,3,wrong_person,doubled,True
mistral,8,person_timestep_lookup,10,6,single_transfer,sign_flipped,False
mistral,8,trajectory,5,9,stale,missed,True
mistral,8,person_timestep_lookup,6,3,wrong_person,doubled,True
mistral,8,trajectory,1,12,stale,,True
mistral,8,person_timestep_lookup,8,2,stale,sign_flipped,True
mistral,8,trajectory,5,3,single_transfer,sign_flipped,False
mistral,8,person_timestep_lookup,11,9,stale,,True
mistral,8,trajectory,5,2,stale,missed,True
mistral,8,person_timestep_lookup,8,12,stale,missed,True
mistral,8,trajectory,6,12,unexplained,,False
mistral,8,person_timestep_lookup,12,8,stale,sign_flipped,True
mistral,8,trajectory,8,0,stale,missed,True
mistral,8,person_timestep_lookup,7,1,wrong_person,,False
mistral,8,trajectory,0,1,wrong_person,doubled,True
mistral,8,person_timestep_lookup,13,8,single_transfer,doubled,False
mistral,8,trajectory,4,1,stale,missed,True
mistral,8,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
mistral,8,trajectory,2,0,wrong_person,sign_flipped,True
mistral,8,person_timestep_lookup,3,0,stale,,True
mistral,8,trajectory,10,9,wrong_timestep,,False
mistral,8,person_timestep_lookup,11,8,unexplained,,False
mistral,8,trajectory,4,0,single_transfer,sign_flipped,False
mistral,8,person_timestep_lookup,8,5,stale,,True
mistral,8,trajectory,1,3,stale,,True
mistral,8,person_timestep_lookup,7,14,stale,,True
mistral,8,trajectory,6,0,wrong_person,sign_flipped,True
mistral,8,person_timestep_lookup,10,9,single_transfer,missed,False
mistral,8,trajectory,6,17,stale,,True
mistral,8,person_timestep_lookup,3,1,stale,sign_flipped,True
mistral,8,trajectory,27,5,unexplained,,False
mistral,8,person_timestep_lookup,4,13,stale,,True
mistral,8,trajectory,2,0,wrong_timestep,missed,True
mistral,8,person_timestep_lookup,5,10,stale,missed,True
mistral,8,trajectory,8,9,unexplained,,False
mistral,8,person_timestep_lookup,5,7,stale,missed,True
mistral,8,trajectory,17,12,wrong_timestep,,False
mistral,8,person_timestep_lookup,4,0,single_transfer,missed,False
mistral,8,trajectory,4,2,single_transfer,doubled,False
mistral,8,person_timestep_lookup,10,15,single_transfer,doubled,False
mistral,8,trajectory,8,5,unexplained,,False
mistral,8,person_timestep_lookup,18,0,unexplained,,False
mistral,8,trajectory,7,3,wrong_timestep,missed,True
mistral,10,person_timestep_lookup,3,0,stale,doubled,True
mistral,10,trajectory,10,0,unexplained,,False
mistral,10,person_timestep_lookup,13,22,unexplained,,False
mistral,10,trajectory,2,3,stale,missed,True
mistral,10,person_timestep_lookup,20,14,single_transfer,sign_flipped,False
mistral,10,person_timestep_lookup,3,9,stale,,True
mistral,10,trajectory,7,5,wrong_timestep,doubled,True
mistral,10,person_timestep_lookup,14,4,wrong_person,missed,True
mistral,10,trajectory,4,13,unexplained,,False
mistral,10,person_timestep_lookup,4,1,stale,,True
mistral,10,trajectory,12,9,single_transfer,doubled,False
mistral,10,person_timestep_lookup,2,1,stale,missed,True
mistral,10,person_timestep_lookup,6,12,single_transfer,missed,False
mistral,10,trajectory,7,3,single_transfer,sign_flipped,False
mistral,10,person_timestep_lookup,6,8,stale,,True
mistral,10,trajectory,7,12,stale,,True
mistral,10,person_timestep_lookup,13,0,single_transfer,doubled,False
mistral,10,person_timestep_lookup,10,3,stale,missed,True
mistral,10,trajectory,3,10,stale,,True
mistral,10,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
mistral,10,trajectory,14,23,unexplained,,False
mistral,10,person_timestep_lookup,12,4,stale,missed,True
mistral,10,trajectory,5,2,unexplained,,False
mistral,10,person_timestep_lookup,7,2,stale,missed,True
mistral,10,trajectory,8,9,stale,missed,True
mistral,10,person_timestep_lookup,23,12,single_transfer,missed,False
mistral,10,trajectory,4,3,stale,missed,True
mistral,10,person_timestep_lookup,4,7,stale,missed,True
mistral,10,trajectory,1,2,stale,missed,True
mistral,10,person_timestep_lookup,25,5,wrong_timestep,sign_flipped,True
mistral,10,person_timestep_lookup,12,13,single_transfer,missed,False
mistral,10,trajectory,1,0,wrong_person,missed,True
mistral,10,person_timestep_lookup,7,1,stale,sign_flipped,True
mistral,10,trajectory,7,11,stale,missed,True
mistral,10,person_timestep_lookup,8,11,stale,,True
mistral,10,trajectory,3,2,wrong_person,doubled,True
mistral,10,person_timestep_lookup,22,3,unexplained,,False
mistral,10,person_timestep_lookup,21,7,unexplained,,False
mistral,10,trajectory,22,5,stale,,True
mistral,10,person_timestep_lookup,16,5,wrong_timestep,,False
mistral,10,trajectory,6,0,single_transfer,sign_flipped,False
mistral,10,person_timestep_lookup,3,2,stale,missed,True
mistral,10,trajectory,9,6,unexplained,,False
mistral,10,trajectory,4,6,unexplained,,False
mistral,10,person_timestep_lookup,7,3,wrong_timestep,doubled,True
mistral,10,trajectory,3,2,single_transfer,doubled,False
mistral,10,person_timestep_lookup,10,8,wrong_timestep,,False
mistral,10,trajectory,2,3,stale,,True
mistral,10,person_timestep_lookup,6,2,stale,,True
mistral,10,trajectory,4,14,wrong_timestep,,False
mistral,10,person_timestep_lookup,1,3,stale,missed,True
mistral,10,trajectory,15,9,unexplained,,False
mistral,10,person_timestep_lookup,1,0,wrong_person,doubled,True
mistral,10,trajectory,6,2,wrong_timestep,sign_flipped,True
mistral,12,person_timestep_lookup,10,6,single_transfer,missed,False
mistral,12,trajectory,5,2,stale,missed,True
mistral,12,person_timestep_lookup,1,2,stale,doubled,True
mistral,12,person_timestep_lookup,12,3,unexplained,,False
mistral,12,person_timestep_lookup,13,1,unexplained,,False
mistral,12,trajectory,6,7,stale,missed,True
mistral,12,person_timestep_lookup,1,3,wrong_person,sign_flipped,True
mistral,12,person_timestep_lookup,10,7,wrong_person,missed,True
mistral,12,trajectory,4,10,stale,,True
mistral,12,person_timestep_lookup,13,14,single_transfer,missed,False
mistral,12,person_timestep_lookup,2,1,stale,doubled,True
mistral,12,trajectory,1,4,stale,,True
mistral,12,person_timestep_lookup,12,0,single_transfer,sign_flipped,False
mistral,12,trajectory,3,13,stale,missed,True
mistral,12,person_timestep_lookup,2,6,single_transfer,sign_flipped,False
mistral,12,trajectory,11,2,unexplained,,False
mistral,12,person_timestep_lookup,3,9,stale,,True
mistral,12,person_timestep_lookup,2,0,wrong_timestep,sign_flipped,True
mistral,12,trajectory,15,16,stale,missed,True
mistral,12,person_timestep_lookup,7,0,unexplained,,False
mistral,12,person_timestep_lookup,10,5,wrong_timestep,,False
mistral,12,trajectory,4,17,stale,,True
mistral,12,person_timestep_lookup,4,3,wrong_person,missed,True
mistral,12,person_timestep_lookup,11,9,wrong_timestep,doubled,True
mistral,12,trajectory,15,6,stale,,True
mistral,12,person_timestep_lookup,34,5,unexplained,,False
mistral,12,trajectory,7,5,wrong_person,,True
mistral,12,person_timestep_lookup,5,9,stale,,True
mistral,12,trajectory,9,1,single_transfer,sign_flipped,False
mistral,12,person_timestep_lookup,12,14,single_transfer,sign_flipped,False
mistral,12,trajectory,8,12,wrong_person,doubled,True
mistral,12,person_timestep_lookup,18,12,stale,,True
mistral,12,trajectory,14,4,single_transfer,sign_flipped,False
mistral,12,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
mistral,12,trajectory,6,2,unexplained,,False
mistral,12,person_timestep_lookup,1,0,stale,missed,True
mistral,12,trajectory,3,2,wrong_timestep,,False
mistral,12,person_timestep_lookup,8,21,stale,,True
mistral,12,trajectory,1,4,stale,,True
mistral,12,person_timestep_lookup,14,9,wrong_timestep,,False
mistral,12,trajectory,12,6,stale,,True
mistral,12,person_timestep_lookup,12,11,single_transfer,doubled,False
mistral,12,trajectory,8,9,wrong_timestep,missed,True
mistral,12,person_timestep_lookup,10,2,stale,,True
mistral,12,trajectory,2,1,stale,missed,True
mistral,12,person_timestep_lookup,26,6,unexplained,,False
mistral,12,trajectory,5,0,wrong_person,,False
mistral,12,person_timestep_lookup,2,1,stale,doubled,True
mistral,12,trajectory,5,1,wrong_person,sign_flipped,True
mistral,12,person_timestep_lookup,29,10,single_transfer,missed,False
mistral,12,trajectory,3,0,wrong_person,missed,True
mistral,16,person_timestep_lookup,0,1,wrong_person,,True
mistral,16,person_timestep_lookup,10,4,wrong_person,sign_flipped,True
mistral,16,person_timestep_lookup,10,0,single_transfer,sign_flipped,False
mistral,16,person_timestep_lookup,1,11,wrong_person,missed,True
mistral,16,trajectory,9,14,stale,,True
mistral,16,person_timestep_lookup,1,9,stale,,True
mistral,16,trajectory,8,9,stale,missed,True
mistral,16,person_timestep_lookup,14,4,single_transfer,sign_flipped,False
mistral,16,trajectory,14,3,unexplained,,False
mistral,16,person_timestep_lookup,2,7,stale,,True
mistral,16,person_timestep_lookup,24,3,unexplained,,False
mistral,16,trajectory,5,6,stale,missed,True
mistral,16,person_timestep_lookup,5,6,wrong_person,missed,True
mistral,16,person_timestep_lookup,2,22,wrong_person,sign_flipped,True
mistral,16,trajectory,6,1,wrong_timestep,,False
mistral,16,person_timestep_lookup,17,8,unexplained,,False
mistral,16,trajectory,4,2,wrong_person,sign_flipped,True
mistral,16,person_timestep_lookup,1,2,stale,missed,True
mistral,16,trajectory,1,7,stale,,True
mistral,16,person_timestep_lookup,14,8,stale,doubled,True
mistral,16,trajectory,2,1,wrong_person,missed,True
mistral,16,person_timestep_lookup,4,2,wrong_person,doubled,True
mistral,16,trajectory,6,5,wrong_timestep,missed,True
mistral,16,person_timestep_lookup,4,0,stale,,True
mistral,16,trajectory,2,0,stale,missed,True
mistral,16,person_timestep_lookup,3,4,stale,doubled,True
mistral,16,person_timestep_lookup,12,0,unexplained,,False
mistral,16,trajectory,6,9,wrong_person,,True
mistral,16,person_timestep_lookup,6,3,wrong_person,missed,True
mistral,16,trajectory,1,0,stale,missed,True
mistral,16,person_timestep_lookup,4,6,stale,missed,True
mistral,16,person_timestep_lookup,5,10,single_transfer,doubled,False
mistral,16,person_timestep_lookup,19,16,single_transfer,doubled,False
mistral,16,trajectory,16,17,stale,missed,True
mistral,16,person_timestep_lookup,10,16,wrong_timestep,sign_flipped,True
mistral,16,trajectory,4,8,wrong_person,,False
mistral,16,person_timestep_lookup,3,0,wrong_timestep,doubled,True
mistral,16,person_timestep_lookup,1,5,wrong_person,sign_flipped,True
mistral,16,trajectory,13,16,wrong_timestep,,False
mistral,16,person_timestep_lookup,10,11,single_transfer,missed,False
mistral,16,trajectory,7,6,unexplained,,False
mistral,16,person_timestep_lookup,2,3,stale,doubled,True
mistral,16,person_timestep_lookup,10,6,wrong_timestep,sign_flipped,True
mistral,16,person_timestep_lookup,14,8,stale,,True
mistral,16,trajectory,9,4,unexplained,,False
mistral,16,person_timestep_lookup,10,1,unexplained,,False
mistral,20,person_timestep_lookup,3,0,wrong_person,,True
mistral,20,person_timestep_lookup,5,9,stale,missed,True
mistral,20,trajectory,8,21,unexplained,,False
mistral,20,person_timestep_lookup,1,2,stale,doubled,True
mistral,20,trajectory,18,6,wrong_timestep,,False
mistral,20,person_timestep_lookup,6,19,stale,,True
mistral,20,person_timestep_lookup,16,11,unexplained,,False
mistral,20,trajectory,5,2,stale,,True
mistral,20,person_timestep_lookup,5,2,wrong_person,,True
mistral,20,person_timestep_lookup,10,0,wrong_person,missed,True
mistral,20,person_timestep_lookup,3,5,stale,missed,True
mistral,20,person_timestep_lookup,16,0,wrong_person,missed,True
mistral,20,trajectory,2,16,wrong_person,,True
mistral,20,person_timestep_lookup,15,32,unexplained,,False
mistral,20,trajectory,16,8,wrong_person,,False
mistral,20,person_timestep_lookup,3,1,wrong_person,doubled,True
mistral,20,trajectory,4,0,stale,,True
mistral,20,person_timestep_lookup,2,0,stale,sign_flipped,True
mistral,20,person_timestep_lookup,10,0,wrong_person,,True
mistral,20,trajectory,28,0,unexplained,,False
mistral,20,person_timestep_lookup,2,1,wrong_timestep,missed,True
mistral,20,person_timestep_lookup,11,1,stale,missed,True
mistral,20,trajectory,4,1,wrong_person,,True
mistral,20,person_timestep_lookup,3,9,stale,missed,True
mistral,20,person_timestep_lookup,17,13,unexplained,,False
mistral,20,trajectory,9,4,stale,missed,True
mistral,20,person_timestep_lookup,1,0,stale,doubled,True
mistral,20,trajectory,4,13,stale,missed,True
mistral,20,person_timestep_lookup,3,26,stale,,True
mistral,20,trajectory,3,1,wrong_person,sign_flipped,True
mistral,20,person_timestep_lookup,14,3,unexplained,,False
mistral,20,person_timestep_lookup,10,19,single_transfer,doubled,False
mistral,20,trajectory,24,21,unexplained,,False
mistral,20,person_timestep_lookup,10,2,single_transfer,sign_flipped,False
mistral,20,person_timestep_lookup,3,16,stale,,True
mistral,20,trajectory,5,2,wrong_person,,False
mistral,20,person_timestep_lookup,5,4,stale,,True
mistral,20,trajectory,21,20,unexplained,,False
mistral,20,person_timestep_lookup,4,9,wrong_person,,True
mistral,20,trajectory,1,0,stale,missed,True
mistral,20,person_timestep_lookup,3,7,stale,,True
mistral,20,person_timestep_lookup,14,0,wrong_timestep,sign_flipped,True
mistral,20,trajectory,9,7,unexplained,,False
mistral,20,person_timestep_lookup,21,1,wrong_person,,True
mistral,20,person_timestep_lookup,10,8,single_transfer,missed,False
mistral,20,trajectory,6,7,stale,missed,True
mistral,20,person_timestep_lookup,14,13,wrong_timestep,missed,True
mistral,24,person_timestep_lookup,2,4,stale,doubled,True
mistral,24,trajectory,1,0,stale,missed,True
mistral,24,person_timestep_lookup,5,1,wrong_person,missed,True
mistral,24,person_timestep_lookup,13,1,wrong_person,sign_flipped,True
mistral,24,trajectory,7,5,wrong_timestep,sign_flipped,True
mistral,24,person_timestep_lookup,1,3,stale,sign_flipped,True
mistral,24,trajectory,3,4,stale,missed,True
mistral,24,person_timestep_lookup,1,11,stale,sign_flipped,True
mistral,24,person_timestep_lookup,2,14,stale,sign_flipped,True
mistral,24,person_timestep_lookup,13,6,stale,,True
mistral,24,person_timestep_lookup,11,0,wrong_person,,False
mistral,24,person_timestep_lookup,11,4,wrong_person,,False
mistral,24,trajectory,4,1,stale,,True
mistral,24,person_timestep_lookup,11,0,unexplained,,False
mistral,24,person_timestep_lookup,19,9,unexplained,,False
mistral,24,person_timestep_lookup,3,12,stale,,True
mistral,24,person_timestep_lookup,1,2,wrong_person,missed,True
mistral,24,person_timestep_lookup,31,16,unexplained,,False
mistral,24,person_timestep_lookup,1,0,stale,missed,True
mistral,24,trajectory,12,4,wrong_person,missed,True
mistral,24,person_timestep_lookup,4,0,wrong_person,doubled,True
mistral,24,person_timestep_lookup,3,2,stale,doubled,True
mistral,24,trajectory,4,2,wrong_person,sign_flipped,True
mistral,24,person_timestep_lookup,17,3,single_transfer,sign_flipped,False
mistral,24,person_timestep_lookup,10,8,single_transfer,sign_flipped,False
mistral,24,person_timestep_lookup,1,0,stale,doubled,True
mistral,24,person_timestep_lookup,13,9,wrong_timestep,sign_flipped,True
mistral,24,person_timestep_lookup,1,0,wrong_person,missed,True
mistral,24,person_timestep_lookup,11,0,wrong_timestep,missed,True
mistral,24,trajectory,2,1,stale,doubled,True
mistral,24,person_timestep_lookup,10,5,stale,,True
mistral,24,person_timestep_lookup,13,3,single_transfer,sign_flipped,False
mistral,24,person_timestep_lookup,1,4,stale,,True
mistral,24,person_timestep_lookup,15,0,unexplained,,False
mistral,24,trajectory,3,0,wrong_person,,True
mistral,24,person_timestep_lookup,2,0,stale,sign_flipped,True
mistral,24,trajectory,7,3,wrong_person,,True
mistral,24,person_timestep_lookup,3,0,wrong_person,missed,True
mistral,30,person_timestep_lookup,2,4,stale,sign_flipped,True
mistral,30,trajectory,2,1,stale,missed,True
mistral,30,person_timestep_lookup,4,1,stale,missed,True
mistral,30,person_timestep_lookup,28,33,stale,missed,True
mistral,30,person_timestep_lookup,1,10,wrong_person,,True
mistral,30,trajectory,19,15,unexplained,,False
mistral,30,person_timestep_lookup,104,8,unexplained,,False
mistral,30,person_timestep_lookup,1,0,wrong_person,missed,True
mistral,30,person_timestep_lookup,4,0,stale,doubled,True
mistral,30,person_timestep_lookup,1,0,wrong_person,missed,True
mistral,30,trajectory,12,7,wrong_person,,False
mistral,30,person_timestep_lookup,1,0,wrong_person,doubled,True
mistral,30,person_timestep_lookup,1,3,stale,sign_flipped,True
mistral,30,person_timestep_lookup,6,7,wrong_person,doubled,True
mistral,30,person_timestep_lookup,13,1,wrong_timestep,sign_flipped,True
mistral,30,person_timestep_lookup,14,5,wrong_timestep,doubled,True
mistral,30,person_timestep_lookup,17,13,single_transfer,doubled,False
mistral,30,trajectory,2,0,wrong_person,sign_flipped,True
mistral,30,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
mistral,30,person_timestep_lookup,1,0,stale,doubled,True
mistral,30,person_timestep_lookup,17,0,unexplained,,False
mistral,30,trajectory,6,5,wrong_person,,False
mistral,30,person_timestep_lookup,1,6,stale,missed,True
mistral,30,person_timestep_lookup,2,3,stale,doubled,True
mistral,30,person_timestep_lookup,4,0,stale,doubled,True
mistral,30,trajectory,7,1,wrong_person,sign_flipped,True
mistral,30,person_timestep_lookup,22,7,unexplained,,False
mistral,30,person_timestep_lookup,1,2,stale,doubled,True
mistral,30,person_timestep_lookup,22,6,stale,,True
mistral,30,person_timestep_lookup,54,1,unexplained,,False
mistral,30,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
mistral,30,trajectory,12,0,unexplained,,False
mistral,30,person_timestep_lookup,1,0,wrong_person,doubled,True
mistral,30,person_timestep_lookup,1,6,wrong_person,doubled,True
mistral,30,person_timestep_lookup,26,5,wrong_person,,False
mistral,30,person_timestep_lookup,1,8,wrong_person,missed,True
olmo,2,person_timestep_lookup,5,2,single_transfer,missed,False
olmo,2,person_timestep_lookup,9,8,stale,doubled,True
olmo,2,trajectory,8,4,wrong_timestep,,False
olmo,2,person_timestep_lookup,6,8,single_transfer,missed,False
olmo,2,person_timestep_lookup,4,3,wrong_timestep,missed,True
olmo,2,trajectory,7,6,unexplained,,False
olmo,2,trajectory,8,5,unexplained,,False
olmo,2,person_timestep_lookup,7,1,unexplained,,False
olmo,2,trajectory,3,0,unexplained,,False
olmo,2,person_timestep_lookup,9,6,wrong_timestep,missed,True
olmo,2,trajectory,1,4,wrong_timestep,missed,True
olmo,2,person_timestep_lookup,8,10,wrong_timestep,sign_flipped,True
olmo,2,trajectory,9,1,wrong_person,sign_flipped,True
olmo,2,trajectory,8,2,wrong_person,sign_flipped,True
olmo,2,person_timestep_lookup,9,3,wrong_timestep,missed,True
olmo,2,trajectory,7,1,wrong_timestep,sign_flipped,True
olmo,2,person_timestep_lookup,4,0,single_transfer,sign_flipped,False
olmo,2,person_timestep_lookup,2,0,single_transfer,sign_flipped,False
olmo,2,trajectory,1,0,stale,missed,True
olmo,2,person_timestep_lookup,3,2,single_transfer,missed,False
olmo,2,trajectory,7,10,unexplained,,False
olmo,2,trajectory,10,8,wrong_timestep,doubled,True
olmo,2,person_timestep_lookup,4,3,unexplained,,False
olmo,2,trajectory,10,7,unexplained,,False
olmo,2,person_timestep_lookup,4,0,single_transfer,doubled,False
olmo,2,trajectory,14,0,unexplained,,False
olmo,2,person_timestep_lookup,10,9,single_transfer,missed,False
olmo,2,trajectory,8,3,wrong_timestep,missed,True
olmo,2,person_timestep_lookup,3,10,single_transfer,missed,False
olmo,2,trajectory,10,4,single_transfer,missed,False
olmo,2,person_timestep_lookup,10,4,single_transfer,missed,False
olmo,2,trajectory,7,4,unexplained,,False
olmo,2,person_timestep_lookup,5,9,unexplained,,False
olmo,2,person_timestep_lookup,8,9,single_transfer,missed,False
olmo,2,person_timestep_lookup,5,4,unexplained,,False
olmo,2,trajectory,6,4,stale,,True
olmo,2,trajectory,7,10,single_transfer,doubled,False
olmo,4,person_timestep_lookup,10,8,unexplained,,False
olmo,4,trajectory,3,4,unexplained,,False
olmo,4,person_timestep_lookup,4,5,single_transfer,missed,False
olmo,4,trajectory,14,0,wrong_person,,False
olmo,4,person_timestep_lookup,7,5,single_transfer,doubled,False
olmo,4,trajectory,14,9,unexplained,,False
olmo,4,person_timestep_lookup,7,1,single_transfer,missed,False
olmo,4,trajectory,11,0,unexplained,,False
olmo,4,person_timestep_lookup,20,10,unexplained,,False
olmo,4,person_timestep_lookup,2,3,wrong_timestep,missed,True
olmo,4,person_timestep_lookup,4,3,single_transfer,missed,False
olmo,4,trajectory,22,2,unexplained,,False
olmo,4,person_timestep_lookup,7,5,single_transfer,doubled,False
olmo,4,trajectory,5,6,wrong_timestep,,False
olmo,4,person_timestep_lookup,5,2,wrong_timestep,missed,True
olmo,4,trajectory,10,8,wrong_timestep,,False
olmo,4,person_timestep_lookup,9,1,wrong_person,,False
olmo,4,trajectory,6,2,unexplained,,False
olmo,4,person_timestep_lookup,5,4,wrong_timestep,missed,True
olmo,4,trajectory,4,0,wrong_timestep,,False
olmo,4,trajectory,6,7,single_transfer,missed,False
olmo,4,person_timestep_lookup,7,1,wrong_timestep,missed,True
olmo,4,person_timestep_lookup,1,0,stale,missed,True
olmo,4,trajectory,2,0,single_transfer,sign_flipped,False
olmo,4,person_timestep_lookup,3,1,wrong_person,sign_flipped,True
olmo,4,trajectory,3,2,wrong_timestep,doubled,True
olmo,4,person_timestep_lookup,9,5,unexplained,,False
